image,vehicle_id,class,confidence,timestamp,latitude,longitude,world_x,world_y,bbox_x,bbox_y,bbox_w,bbox_h,orientation_deg,orientation_rad,corner1_lat,corner1_lon,corner2_lat,corner2_lon,corner3_lat,corner3_lon,corner4_lat,corner4_lon,is_same_car,position,image_width,image_height,orientation
2025-04-16_13-21-41_photo.jpg,503,0,0.9186602234840392,2025-04-16_13-21-41,61.285404205322266,73.34719669205408,3.5669188499450684,4.078494548797607,808.4825439453125,351.1717529296875,91.92376708984376,125.59072875976562,180.0,3.141592653589793,61.28542709350586,73.34722006381271,61.28542709350586,73.34717332029545,61.28538131713867,73.34717332029545,61.28538131713867,73.34722006381271,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,565,0,0.9127953052520752,2025-04-16_13-21-41,61.28541946411133,73.34744073607116,16.619226455688477,5.896827697753906,255.0138092041016,502.9930419921875,279.9788818359375,101.90277099609376,270.0,3.141592653589793,61.285430908203125,73.34739118791877,61.28540802001953,73.34739118791877,61.28540802001953,73.34749028422355,61.285430908203125,73.34749028422355,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,258,0,0.9092265963554382,2025-04-16_13-21-41,61.285400390625,73.3473970867175,14.284709930419922,3.804469347000122,416.6180419921875,338.14630126953125,121.120361328125,109.45208740234376,180.0,3.141592653589793,61.285423278808594,73.3474204584733,61.285423278808594,73.34737371496172,61.285377502441406,73.34737371496172,61.285377502441406,73.3474204584733,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,562,0,0.907372772693634,2025-04-16_13-21-41,61.285404205322266,73.34726806528371,7.38420295715332,4.050182819366455,669.966552734375,350.8671875,100.218994140625,121.84091186523438,180.0,3.141592653589793,61.28542709350586,73.34729143704234,61.28542709350586,73.34724469352508,61.28538131713867,73.34724469352508,61.28538131713867,73.34729143704234,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,571,0,0.894165575504303,2025-04-16_13-21-41,61.28539657592773,73.34753474873044,21.6473445892334,3.4261860847473145,164.659423828125,322.91900634765625,106.70809936523438,81.66534423828125,180.0,3.141592653589793,61.28541946411133,73.34755812048338,61.28541946411133,73.3475113769775,61.28537368774414,73.3475113769775,61.28537368774414,73.34755812048338,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,544,0,0.8851404786109924,2025-04-16_13-21-41,61.28539657592773,73.34749458074332,19.4990234375,3.502196788787842,232.14065551757807,324.629150390625,122.98751831054688,89.94781494140625,180.0,3.141592653589793,61.28541946411133,73.34751795249626,61.28541946411133,73.34747120899037,61.28537368774414,73.34747120899037,61.28537368774414,73.34751795249626,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,566,0,0.8830629587173462,2025-04-16_13-21-41,61.28539657592773,73.34755840404902,22.912511825561523,3.234527111053467,118.04988861083984,312.0685729980469,110.85932159423828,73.85800170898438,180.0,3.141592653589793,61.28541946411133,73.34758177580197,61.28541946411133,73.34753503229608,61.28537368774414,73.34753503229608,61.28537368774414,73.34758177580197,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,569,0,0.8809081315994263,2025-04-16_13-21-41,61.28539657592773,73.34744884898898,17.053133010864258,3.4756760597229004,309.1898803710937,304.1020812988281,141.07968139648438,126.91873168945312,180.0,3.141592653589793,61.28541946411133,73.34747222074192,61.28541946411133,73.34742547723603,61.28537368774414,73.34742547723603,61.28537368774414,73.34747222074192,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,560,0,0.8567572832107544,2025-04-16_13-21-41,61.285404205322266,73.34714638922193,0.8765515685081482,4.055372714996338,906.3304443359376,357.4901428222656,85.62994384765625,109.39404296875,180.0,3.141592653589793,61.28542709350586,73.34716976098056,61.28542709350586,73.3471230174633,61.28538131713867,73.3471230174633,61.28538131713867,73.34716976098056,True,bottom,1080,608,
2025-04-16_13-21-41_photo.jpg,514,0,0.8202650547027588,2025-04-16_13-21-41,61.285423278808594,73.34722921142152,5.30616569519043,6.281490325927734,654.4379272460938,560.6109008789062,277.570068359375,45.890625,270.0,3.141592653589793,61.28543472290039,73.3471796632631,61.2854118347168,73.3471796632631,61.2854118347168,73.34727875957994,61.28543472290039,73.34727875957994,True,bottom,1080,608,
2025-04-16_13-31-42_photo.jpg,258,0,0.9080051183700562,2025-04-16_13-31-42,61.285400390625,73.34739701599891,14.280927658081056,3.7998125553131104,416.9085693359375,338.4820861816406,120.8055419921875,108.06353759765624,180.0,3.141592653589793,61.285423278808594,73.3474203877547,61.285423278808594,73.34737364424312,61.285377502441406,73.34737364424312,61.285377502441406,73.3474203877547,True,bottom,1080,608,
2025-04-16_13-31-42_photo.jpg,503,0,0.9059178233146667,2025-04-16_13-31-42,61.285400390625,73.34719628440129,3.545116186141968,4.029577732086182,809.9076538085938,347.2165832519531,90.6085205078125,125.9697265625,180.0,3.141592653589793,61.285423278808594,73.34721965615708,61.285423278808594,73.3471729126455,61.285377502441406,73.3471729126455,61.285377502441406,73.34721965615708,True,bottom,1080,608,
2025-04-16_13-31-42_photo.jpg,562,0,0.9026416540145874,2025-04-16_13-31-42,61.285404205322266,73.34726854935664,7.410092830657959,4.042236328125,669.4223022460938,350.0047912597656,99.48486328125,122.34219360351562,180.0,3.141592653589793,61.28542709350586,73.34729192111527,61.28542709350586,73.34724517759801,61.28538131713867,73.34724517759801,61.28538131713867,73.34729192111527,True,bottom,1080,608,
